Presence of JS,Presence of NS,Presence of external JS,Presence of internal JS,Presence of image,Presence of iframe,Presence of redirects,Presence of links,Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Number of mms API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of semi-colon,Number of digits,World Traffic rank,Country Traffic rank,Output
1,1,0,1,1,0,0,1,15,2,0,15,1,0,0,19,0,0,0,0,21,2,0,2,0,0,0,0,0,0,5182,81,0
1,1,0,1,1,0,0,1,4,1,0,4,55,0,0,135,0,0,0,0,19,2,0,1,0,0,0,0,0,0,125844,66215,0
1,0,0,1,1,0,0,1,9,0,0,9,37,0,0,92,0,0,0,0,18,2,0,1,0,0,0,0,0,0,4837,167,0
1,0,0,1,1,0,0,1,4,0,0,4,3,0,0,23,0,0,0,0,18,2,0,1,0,0,0,0,0,0,348,64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,0,558,53,0
1,1,0,1,1,1,0,1,18,2,0,18,23,1,0,90,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1834,99,0
1,0,0,1,1,0,0,1,9,0,0,9,48,0,0,106,0,0,0,0,22,2,0,1,0,0,0,0,0,0,2979,975,0
1,1,0,1,0,1,0,1,12,1,0,12,0,1,0,3,0,0,0,0,18,2,0,2,0,0,0,0,0,2,762,41,0
1,1,0,1,1,1,0,1,65,2,0,65,48,7,0,487,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1737,22,0
1,1,0,1,1,1,0,1,19,2,0,19,71,1,0,290,0,0,0,0,24,2,0,1,0,0,0,0,0,0,4493,1952,0
1,0,0,1,1,1,0,1,15,0,0,15,19,1,0,131,0,3,0,0,27,2,0,1,0,0,0,0,0,0,668,159,0
1,0,0,1,1,0,0,1,9,0,0,9,30,0,0,93,0,0,0,0,26,2,0,1,0,0,0,0,0,0,982,350,0
1,0,0,1,1,1,0,1,13,0,0,13,13,1,0,74,0,0,0,0,22,2,0,1,0,0,0,0,0,0,2975,944,0
1,1,0,1,1,1,0,1,8,1,0,8,86,1,0,657,0,0,0,0,22,2,0,1,0,0,0,0,0,0,1416,87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,0,1809,1659,0
1,0,0,1,1,0,0,1,94,0,0,94,57,0,0,495,0,0,0,0,18,2,0,1,0,0,0,0,0,0,75067,67726,0
1,1,0,1,1,0,0,1,23,2,0,23,29,0,0,250,0,0,0,0,15,2,0,1,0,0,0,0,0,0,43526,837,0
1,1,0,1,1,0,0,1,33,1,0,33,59,0,0,147,0,0,0,0,20,2,0,1,0,0,0,0,0,0,890,54,0
1,1,0,1,0,0,0,1,4,1,0,4,0,0,0,1,0,0,0,0,23,2,0,1,0,0,0,0,0,0,392,163,0
1,1,0,1,1,1,0,1,12,7,0,12,39,1,0,145,0,0,0,0,18,2,0,1,0,0,0,0,0,0,912,940,0
1,1,0,1,1,1,0,1,16,3,0,16,7,2,0,16,0,0,0,0,18,2,0,1,0,0,0,0,0,0,2385,980,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,0,979,114,0
1,1,0,1,1,1,0,1,148,25,0,148,36,1,0,299,0,0,0,0,19,2,0,1,0,0,0,0,0,0,400,239,0
1,0,0,1,1,0,0,1,6,0,0,6,14,0,0,28,0,0,0,0,24,2,0,1,0,0,0,0,0,0,1900,533,0
1,0,0,1,1,0,0,1,47,0,0,47,142,0,0,347,0,0,0,0,16,2,0,1,0,0,0,0,0,0,1148,11,0
1,1,0,1,1,0,0,1,31,39,0,31,73,0,0,321,0,0,0,0,15,2,0,1,0,0,0,0,0,0,3535,44,0
1,1,0,1,1,0,0,1,36,2,0,36,2,0,0,8,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1051,384,0
1,0,0,1,1,0,0,1,30,0,0,30,90,0,0,426,0,0,0,0,19,2,0,2,0,0,0,0,0,0,1008,17,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22,2,0,1,0,0,0,0,0,0,104562,80589,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20,2,0,2,0,0,0,0,0,0,2309,77,0
1,1,0,1,1,1,0,1,15,1,0,15,16,1,0,77,0,1,0,0,18,2,0,1,0,0,0,0,0,0,1196,345,0
1,1,0,1,1,1,0,1,39,2,0,39,187,1,0,663,0,0,0,0,19,2,0,1,0,0,0,0,0,2,1743,88,0
1,0,0,1,1,1,0,1,7,0,0,7,18,1,0,456,0,0,0,0,18,2,0,1,0,0,0,0,0,0,2169,888,0
1,0,0,1,1,0,0,1,6,0,0,6,56,0,0,85,0,0,0,0,17,2,0,1,0,0,0,0,0,0,698,444,0
1,1,0,1,1,0,0,1,46,1,0,46,56,0,0,1492,0,0,0,0,27,2,0,2,0,0,0,0,0,0,838,146,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1391,138,0
1,0,0,1,1,0,0,1,12,0,0,12,2,0,0,316,0,0,0,0,22,2,0,2,0,0,0,0,0,0,3,1,0
1,1,0,1,1,1,0,1,16,3,0,16,82,1,0,215,0,0,0,0,18,2,0,2,0,0,0,0,0,0,2156,4,0
1,1,0,1,1,1,0,1,50,28,0,50,61,1,0,88,0,0,0,0,23,2,0,1,0,0,0,0,0,0,1562,539,0
1,1,0,1,1,1,0,0,24,2,0,24,1,1,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,0,15261,1212,0
1,0,0,1,1,0,0,1,39,0,0,39,43,0,0,95,0,0,0,0,24,2,0,1,0,0,0,0,0,0,1265,488,0
1,1,0,1,0,1,0,1,10,1,0,10,0,1,0,11,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1818,258,0
1,1,0,1,1,1,1,1,20,3,0,20,98,2,1,382,0,0,0,0,21,2,0,2,0,0,0,0,0,0,8096,161,0
1,1,0,1,1,1,0,1,88,2,0,88,65,1,0,227,0,5,0,0,14,2,0,1,0,0,0,0,0,0,2202,25,0
1,0,0,1,1,0,0,1,13,0,0,13,15,0,0,113,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1345,677,0
1,0,0,1,1,0,0,1,28,0,0,28,47,0,0,1463,0,0,0,0,20,2,0,2,0,0,0,0,0,0,1143,7,0
1,0,0,1,1,0,0,1,12,0,0,12,8,0,0,121,0,0,0,0,23,2,0,1,0,0,0,0,0,0,1369,203,0
1,0,0,1,0,0,0,1,39,0,0,39,0,0,0,97,0,0,0,0,16,2,0,1,0,0,0,0,0,0,551,598,0
1,1,0,1,1,1,0,0,4,1,0,4,2,1,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,0,2349,1661,0
1,0,0,1,1,0,0,1,19,0,0,19,41,0,0,40,0,0,0,0,19,2,0,1,0,0,0,0,0,0,23816,24671,0
1,0,0,1,1,0,0,1,19,0,0,19,2,0,0,30,0,0,0,0,27,2,0,1,1,0,0,0,0,0,811079,0,0
1,1,0,1,1,0,0,1,13,1,0,13,36,0,0,155,0,0,0,0,14,2,0,1,0,0,0,0,0,0,1245,17,0
1,1,0,1,1,1,0,1,15,1,0,15,16,1,0,77,0,1,0,0,18,2,0,1,0,0,0,0,0,0,1196,345,0
1,1,0,1,1,1,0,1,50,28,0,50,61,1,0,88,0,0,0,0,23,2,0,1,0,0,0,0,0,0,1562,539,0
1,0,0,1,1,0,0,1,39,0,0,39,43,0,0,95,0,0,0,0,24,2,0,1,0,0,0,0,0,0,1265,488,0
1,0,0,1,1,0,0,1,11,0,0,11,7,0,0,110,0,0,0,0,19,2,0,1,0,0,0,0,0,0,731,81,0
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,3,1181492,0,0
1,0,0,1,1,0,0,1,12,0,0,12,8,0,0,121,0,0,0,0,23,2,0,1,0,0,0,0,0,0,1369,203,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17,2,0,1,0,0,0,0,0,0,928,1054,0
1,0,0,1,1,0,0,1,28,0,0,28,60,0,0,1201,0,0,0,0,21,2,0,2,0,0,0,0,0,0,1753,8,0
1,1,0,1,1,0,0,1,30,15,0,30,51,0,0,679,0,9,0,0,22,2,0,1,0,0,0,0,0,0,1134,403,0
1,1,0,1,1,1,1,1,20,3,0,20,98,2,1,382,0,0,0,0,21,2,0,2,0,0,0,0,0,0,8096,161,0
1,0,0,1,1,1,0,1,10,0,0,10,8,4,0,5,0,0,0,0,24,2,0,1,0,0,0,0,0,0,23733,10730,0
1,1,0,1,1,1,0,1,21,1,0,21,135,1,0,496,0,0,0,0,21,2,0,1,0,0,0,0,0,0,621,6,0
1,1,0,1,1,1,0,1,16,3,0,16,82,1,0,215,0,0,0,0,18,2,0,2,0,0,0,0,0,0,2156,4,0
1,1,0,1,1,1,0,1,11,1,0,11,17,2,0,152,0,1,0,0,15,2,0,1,0,0,0,0,0,0,1582,930,0
1,1,0,1,1,0,0,1,37,5,0,37,64,0,0,300,0,0,0,0,16,2,0,1,0,0,0,0,0,0,2634,239,0
1,0,0,1,1,0,0,1,19,0,0,19,41,0,0,40,0,0,0,0,19,2,0,1,0,0,0,0,0,0,23816,24671,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1391,138,0
1,1,0,1,1,0,0,1,46,1,0,46,56,0,0,1492,0,0,0,0,27,2,0,2,0,0,0,0,0,0,838,146,0
1,1,0,1,1,0,0,1,29,5,0,29,96,0,0,276,0,0,0,0,20,2,0,2,1,0,0,0,0,0,5213,455,0
1,1,0,1,1,1,0,1,22,2,0,22,212,1,0,207,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1317,3574,0
1,0,0,1,1,0,0,1,4,0,0,4,9,0,0,138,0,0,0,0,21,2,0,1,0,0,0,0,0,0,970,6,0
1,0,0,1,1,0,0,1,13,0,0,13,15,0,0,113,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1345,677,0
1,1,0,1,1,0,0,1,9,1,0,9,48,0,0,129,0,0,0,0,20,2,0,1,0,0,0,0,0,0,1826,590,0
1,0,0,1,1,1,0,1,7,0,0,7,18,1,0,456,0,0,0,0,18,2,0,1,0,0,0,0,0,0,2169,888,0
1,1,0,1,1,1,0,1,88,2,0,88,65,1,0,227,0,5,0,0,14,2,0,1,0,0,0,0,0,0,2202,25,0
1,0,0,1,1,0,0,1,11,0,0,11,31,0,0,66,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1335,1033,0
1,1,0,1,1,1,0,1,53,1,0,53,75,1,0,290,1,1,0,0,15,2,0,1,0,0,0,0,0,0,1144,318,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,1,1,0,0,0,0,0,75491,320,0
1,1,0,1,1,1,0,1,20,1,0,20,57,1,0,170,0,0,0,0,21,2,0,2,0,0,0,0,0,0,95659,72444,0
1,0,0,1,1,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,17,2,0,1,0,0,0,0,0,0,364,321,0
1,1,0,1,1,1,0,1,22,1,0,22,142,1,0,310,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1153,19,0
1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,15,2,0,1,0,0,0,0,0,0,3919,7458,0
1,1,0,1,1,0,0,1,7,1,0,7,35,0,0,190,0,0,0,0,17,2,0,1,0,0,0,0,0,0,2757,1413,0
1,1,0,1,0,0,0,1,5,1,0,5,0,0,0,1,0,0,0,0,19,2,0,1,0,0,0,0,0,2,6870175,0,0
1,1,0,1,1,0,0,1,14,1,0,14,17,0,0,96,0,0,0,0,23,2,0,1,0,0,0,0,0,0,1787,119,0
1,0,0,1,1,0,0,1,17,0,0,17,18,0,0,84,0,0,0,0,23,2,0,1,0,0,0,0,0,0,908,460,0
1,0,0,1,1,0,0,1,28,0,0,28,47,0,0,1463,0,0,0,0,20,2,0,2,0,0,0,0,0,0,1143,7,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,0,682645,38073,0
1,1,0,1,1,1,0,1,19,1,0,19,108,1,0,249,0,0,0,0,20,2,0,2,0,0,0,0,0,0,13690,282,0
1,0,0,1,1,0,0,1,9,0,0,9,58,0,0,500,0,0,0,0,17,2,0,1,0,0,0,0,0,0,4808,2017,0
1,1,0,1,1,0,0,1,24,4,0,24,14,0,0,123,0,0,0,0,21,2,0,1,0,0,0,0,0,0,1969,1367,0
1,0,0,1,1,0,0,1,5,0,0,5,2,0,0,34,0,0,0,0,24,2,0,1,0,0,0,0,0,0,2418,865,0
1,1,0,1,1,0,0,1,19,1,0,19,242,0,0,287,0,0,0,0,18,2,0,1,0,0,0,0,0,0,6868,124,0
1,1,0,1,1,0,0,1,20,1,0,20,38,0,0,113,0,0,0,0,18,2,0,1,0,0,0,0,0,0,14711,2146,0
1,1,0,1,1,1,0,1,18,2,0,18,162,1,0,196,0,0,0,0,16,2,0,1,0,0,0,0,0,0,9688,22239,0
1,0,0,1,1,1,0,1,6,0,0,6,104,1,0,379,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1308,297,0
1,0,0,1,1,0,0,1,15,0,0,15,14,0,0,252,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1438,326,0
1,1,0,1,1,0,0,1,73,26,0,73,92,0,0,420,0,0,0,0,20,2,0,1,0,0,0,0,0,0,1366,310,0
1,0,0,1,1,0,0,1,14,0,0,14,92,0,0,302,0,0,1,0,30,2,0,1,1,0,0,0,0,0,2677433,0,0
1,1,0,1,1,0,1,1,37,1,0,37,123,0,1,1113,0,0,0,0,28,2,0,1,0,0,0,0,0,0,3278,64,0
1,0,0,1,1,0,0,1,12,0,0,12,1,0,0,11,0,0,0,0,22,2,0,1,0,0,0,0,0,0,12036,8436,0
1,0,0,1,1,0,0,1,8,0,0,8,2,0,0,78,0,0,0,0,17,2,0,1,0,0,0,0,0,0,2335,638,0
1,1,0,1,1,1,0,1,11,1,0,11,19,1,0,122,0,0,0,0,19,2,0,1,0,0,0,0,0,0,3041,419,0
1,0,0,1,1,0,0,1,19,0,0,19,2,0,0,53,0,0,0,0,20,2,0,1,0,0,0,0,0,0,2135,2681,0
1,1,0,1,1,1,0,1,22,2,0,22,150,1,0,415,0,0,0,0,25,2,0,1,0,0,0,0,0,0,1100,920,0
1,1,0,1,1,0,0,1,10,1,0,10,51,0,0,91,0,0,0,0,19,2,0,1,0,0,0,0,0,0,976,242,0
1,0,0,1,0,0,0,1,13,0,0,13,0,0,0,2,0,0,0,0,30,2,0,1,0,0,0,0,0,0,1879,996,0
1,1,0,1,1,1,0,1,7,3,0,7,11,3,0,100,0,0,0,0,20,2,0,2,0,0,0,0,0,0,1495,140,0
1,1,0,1,1,0,0,1,20,2,0,20,98,0,0,335,0,0,0,0,19,2,0,1,0,0,0,0,0,0,520,10,0
1,0,0,1,1,0,0,1,37,0,0,37,71,0,0,787,0,0,0,0,15,2,0,1,0,0,0,0,0,2,3812732,0,0
1,0,0,1,1,0,0,1,16,0,0,16,46,0,0,438,0,0,0,0,21,2,0,1,0,0,0,0,0,0,525,165,0
1,1,0,1,1,0,0,1,16,1,0,16,50,0,0,346,0,0,1,0,17,2,0,1,0,0,0,0,0,1,9877,6017,0
1,1,0,1,1,1,0,1,10,2,0,10,14,2,0,99,0,0,0,0,20,2,0,1,0,0,0,0,0,0,1877,692,0
1,1,0,1,1,1,0,1,14,2,0,14,43,1,0,142,0,0,0,0,22,2,0,1,0,0,0,0,0,0,853,1864,0
1,1,0,1,1,1,0,1,31,1,0,31,24,1,0,361,0,0,0,0,24,2,0,1,0,0,0,0,0,0,998,884,0
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,22,2,0,1,0,0,0,0,0,0,3725,2833,0
1,1,0,1,1,0,0,1,31,40,0,31,75,0,0,278,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1600,42,0
1,1,0,1,1,1,0,1,79,4,0,79,71,2,0,410,0,0,0,0,17,2,0,1,0,0,0,0,0,0,855,54,0
1,1,0,1,1,0,0,1,2,1,0,2,23,0,0,24,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1442,1366,0
1,1,0,1,1,1,0,1,76,5,0,76,169,1,0,331,0,0,0,0,21,2,0,2,0,0,0,0,0,0,1493,1495,0
1,1,0,1,1,1,0,1,26,2,0,26,1,1,0,40,0,0,0,0,17,2,0,1,0,0,0,0,0,0,738,85,0
1,0,0,1,1,0,0,1,40,0,0,40,56,0,0,148,0,0,0,0,21,2,0,1,0,0,0,0,0,0,390,400,0
1,1,0,1,1,0,0,1,8,4,0,8,11,0,0,110,0,1,0,0,19,2,0,1,0,0,0,0,0,0,3841,88,0
1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,18,2,0,1,0,0,0,0,0,0,460885,0,0
1,1,0,1,1,0,0,1,36,2,0,36,131,0,0,661,0,0,0,0,19,2,0,2,0,0,0,0,0,0,1553,75,0
1,1,0,1,1,0,0,1,27,1,0,27,20,0,0,65,0,0,0,0,18,2,0,1,0,0,0,0,0,2,128140,2349,0
1,0,0,1,1,0,0,1,9,0,0,9,3,0,0,125,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1434,1679,0
1,1,0,1,1,1,0,1,52,2,0,52,41,1,0,168,0,0,0,0,17,2,0,1,0,0,0,0,0,0,611,174,0
1,1,0,1,1,1,0,1,13,3,0,13,3,1,0,101,0,0,0,0,27,2,0,1,0,0,0,0,0,0,18111,1490,0
1,1,0,1,1,0,0,1,19,125,0,19,250,0,0,510,0,0,0,0,18,2,0,1,0,0,0,0,0,0,952,279,0
1,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,775,57,0
1,1,0,1,1,1,0,1,21,1,0,21,9,1,0,46,0,0,0,0,17,2,0,1,0,0,0,0,0,0,260,131,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,1,0,0,0,0,0,0,552,127,0
1,1,0,1,1,0,0,1,20,17,0,20,36,0,0,81,0,0,0,0,19,2,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,1,29,3,0,29,62,4,0,218,0,0,0,0,21,2,0,1,0,0,0,0,0,0,149,12,0
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,29,0,0,0,0,21,2,0,2,0,0,0,0,0,0,26800,29,0
1,1,0,1,1,1,0,1,47,41,0,47,91,3,0,289,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1387,649,0
1,1,0,1,1,0,0,1,12,1,0,12,103,0,0,119,0,0,0,0,22,2,0,1,0,0,0,0,0,0,2199,1992,0
1,1,0,1,1,1,0,1,11,1,0,11,3,1,0,198,0,0,0,0,25,2,0,1,0,0,0,0,0,0,645,57,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1045,40,0
1,1,0,1,1,1,0,1,24,1,0,24,3,1,0,71,0,3,0,0,20,2,0,1,0,0,0,0,0,0,1071,565,0
1,1,0,1,0,0,0,1,11,1,0,11,0,0,0,112,0,0,0,0,14,2,0,1,0,0,0,0,0,0,4347,416,0
1,0,0,1,1,0,0,1,9,0,0,9,24,0,0,130,0,0,0,0,19,2,0,1,0,0,0,0,0,0,505,65,0
1,1,0,1,1,1,0,1,34,2,0,34,33,11,0,340,0,0,0,0,22,2,0,1,0,0,0,0,0,0,1231,64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,2918,174,0
1,1,0,1,1,1,0,1,52,37,0,52,79,1,0,148,0,0,0,0,18,2,0,1,0,0,0,0,0,0,3188,388,0
1,1,0,1,1,0,0,1,22,2,0,22,44,0,0,335,0,0,0,0,21,2,0,2,0,0,0,0,0,0,2182,228,0
1,0,0,1,1,0,0,1,4,0,0,4,12,0,0,2,0,0,0,0,23,2,0,1,0,0,0,0,0,0,3523,1751,0
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,18,2,0,1,0,0,0,0,0,0,707,123,0
1,0,0,1,1,0,0,1,25,0,0,25,179,0,0,242,0,0,0,0,16,2,0,1,0,0,0,0,0,0,6004,112,0
1,0,0,1,1,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,28,2,0,1,0,0,0,0,0,0,4929,1644,0
1,1,0,1,1,0,0,1,51,1,0,51,110,0,0,273,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1512,16,0
1,1,0,1,1,1,0,1,23,2,0,23,49,1,0,141,0,0,0,0,19,2,0,1,0,0,0,0,0,0,8030,248,0
1,0,0,1,1,0,0,1,23,0,0,23,6,0,0,220,0,0,0,0,28,2,0,1,0,0,0,0,0,2,2913,82,0
1,0,0,1,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,0,474,530,0
1,1,0,1,1,0,0,1,3,1,0,3,1,0,0,14,0,0,0,0,21,2,0,1,0,0,0,0,0,0,1348,96,0
1,1,0,1,0,0,0,0,6,1,0,6,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,0,2392072,0,0
1,1,0,1,1,1,0,1,24,24,0,24,92,1,0,216,0,0,0,0,20,2,0,1,0,0,0,0,0,0,5791,6315,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19,2,0,1,0,0,0,0,0,0,306,270,0
1,1,0,1,1,0,0,1,25,115,0,25,232,0,0,375,0,0,0,0,27,2,0,1,0,0,0,0,0,0,1732,499,0
1,1,0,1,0,0,0,1,4,1,0,4,0,0,0,1,0,0,0,0,23,2,0,1,0,0,0,0,0,0,1024,366,0
1,0,0,1,1,1,0,1,53,0,0,53,70,1,0,326,0,0,0,0,18,2,0,1,0,0,0,0,0,0,3249,30,0
1,1,0,1,1,1,0,1,15,2,0,15,14,1,0,504,0,0,0,0,19,2,0,1,0,0,0,0,0,1,704,88,0
1,1,0,1,1,0,0,1,38,1,0,38,95,0,0,217,0,0,0,0,23,2,0,1,0,0,0,0,0,0,87069,738,0
1,1,0,1,1,0,0,1,21,1,0,21,52,0,0,237,0,0,0,0,19,2,0,1,0,0,0,0,0,0,4261,92,0
1,0,0,1,1,0,0,1,14,0,0,14,16,0,0,14,0,0,0,0,19,2,0,1,0,0,0,0,0,0,6781,311,0
1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,14,2,0,1,0,0,0,0,0,0,1832,12,0
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,28,0,0,0,0,21,2,0,2,0,0,0,0,0,0,3461,11,0
1,1,0,1,1,1,0,1,15,1,0,15,30,2,0,304,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1856,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,470,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1890,646,0
Presence of JS,Presence of NS,Presence of external JS,Presence of internal JS,Presence of image,Presence of iframe,Presence of redirects,Presence of links,Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Number of mms API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of semi-colon,Number of digits,World Traffic rank,Country Traffic rank,Output
1,1,0,1,1,0,0,1,67,1,0,67,32,0,0,199,0,0,0,0,22,2,0,2,0,0,0,0,0,0,591,658,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,3,394,57,0
1,0,0,1,1,0,0,1,6,0,0,6,2,0,0,25,0,0,0,0,21,2,0,1,0,0,0,0,0,0,1833,180,0
1,1,0,1,0,0,0,1,4,1,0,4,0,0,0,1,0,0,0,0,16,2,0,1,0,0,0,0,0,0,475,11,0
1,1,0,1,1,0,0,1,67,1,0,67,68,0,0,393,0,0,0,0,18,2,0,2,0,0,0,0,0,2,1700,10,0
1,0,0,1,1,1,0,1,28,0,0,28,446,3,0,1178,0,0,0,0,18,2,0,1,0,0,0,0,0,0,2654,14,0
1,1,0,1,0,0,0,1,4,1,0,4,0,0,0,1,0,0,0,0,17,2,0,1,0,0,0,0,0,0,5242,1141,0
1,1,0,1,1,0,0,1,5,8,0,5,8,0,0,75,0,0,0,0,21,2,0,1,0,0,0,0,0,0,5018,1203,0
1,1,0,1,1,1,0,1,20,2,0,20,401,2,0,517,0,0,0,0,20,2,0,1,0,0,0,0,0,0,1998,8,0
1,0,0,1,1,0,0,1,18,0,0,18,3,0,0,399,0,0,0,0,24,2,0,2,0,0,0,0,0,0,4947,58,0
1,1,0,1,1,0,0,1,40,2,0,40,10,0,0,74,0,0,0,0,25,2,0,1,0,0,0,0,0,0,1088,325,0
1,1,0,1,1,0,0,1,35,4,0,35,13,0,0,64,0,0,0,0,17,2,0,1,0,0,0,0,0,0,586590,0,0
1,1,0,1,1,0,0,1,12,1,0,12,86,0,0,116,0,0,0,0,19,2,0,1,0,0,0,0,0,0,419,11,0
1,1,0,1,1,1,0,1,21,3,0,21,29,1,0,108,0,3,0,0,23,2,0,1,0,0,0,0,0,0,795,440,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,2,0,2,0,0,0,0,0,0,5282598,0,0
1,0,0,1,1,0,0,1,13,0,0,13,3,0,0,9,0,0,0,0,17,2,0,1,0,0,0,0,0,0,6209,1144,0
1,1,0,1,1,0,0,1,32,1,0,32,54,0,0,328,0,0,0,0,20,2,0,1,0,0,0,0,0,0,7263717,0,0
1,1,0,1,1,1,0,1,15,32,0,15,49,1,0,135,0,0,0,0,16,2,0,1,0,0,0,0,0,0,2527,1652,0
1,1,0,1,1,0,0,1,20,3,0,20,10,0,0,54,0,0,0,0,17,2,0,1,0,0,0,0,0,0,2186,447,0
1,1,0,1,1,0,0,1,14,115,0,14,128,0,0,387,0,0,0,0,16,2,0,1,0,0,0,0,0,0,2164,0,0
1,0,0,1,1,0,0,1,14,0,0,14,38,0,0,124,0,0,0,0,20,2,0,2,0,0,0,0,0,1,3,1,0
1,1,0,1,1,0,0,1,44,1,0,44,36,0,0,190,0,5,0,0,26,2,0,1,1,0,0,0,0,0,1594,26,0
1,1,0,1,0,0,0,0,12,1,0,12,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,0,3149,1276,0
1,0,0,1,1,0,0,1,16,0,0,16,45,0,0,412,0,0,0,0,24,2,0,2,0,0,0,0,0,0,12073,218,0
1,0,0,1,1,0,0,1,12,0,0,12,11,0,0,100,0,0,0,0,14,2,0,1,0,0,0,0,0,0,1947,7,0
1,0,0,1,1,0,0,1,32,0,0,32,19,0,0,67,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1499,40,0
1,0,0,1,1,1,0,1,25,0,0,25,58,1,0,252,0,0,0,0,21,2,0,1,0,0,0,0,0,0,2489,440,0
1,0,0,1,1,0,0,1,43,0,0,43,19,0,0,80,0,0,0,0,21,2,0,1,0,0,0,0,0,0,42363,456,0
